url,host,wild_mode,title,author,description,image,ingredients,instructions,instructions_list,cook_time,prep_time,total_time,servings,nutrients,ratings,category,cuisine,language,site_name
https://smittenkitchen.com/2020/09/whole-wheat-chocolate-oat-cookies/recipe,smittenkitchen.com,True,recipe – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2014/09/cauliflower-slaw/,smittenkitchen.com,True,cauliflower slaw – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2007/11/oatmeal-chocolate-chip-and-pecan-cookies/,smittenkitchen.com,True,"oatmeal, chocolate chip and pecan cookies – smitten kitchen",,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/09/wheat-bread-without-a-timetable/,smittenkitchen.com,True,bread without a timetable – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2007/09/mmm-bab-bee-bab-ka/,smittenkitchen.com,True,chocolate babka – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/09/whole-wheat-chocolate-oat-cookies/?share=pinterest,smittenkitchen.com,True,Pinterest,,,,,,,,,,,,,,,,
https://smittenkitchen.com/./recipes/budget/,smittenkitchen.com,True,Budget – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/./recipes/ingredient/pantry/,smittenkitchen.com,True,Pantry – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/recipes,smittenkitchen.com,True,Recipe – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2012/08/my-favorite-brownies/,smittenkitchen.com,True,my favorite brownies – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/04/how-i-stock-the-smitten-kitchen/,smittenkitchen.com,True,how i stock the smitten kitchen – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2017/09/pizza-beans/,smittenkitchen.com,True,pizza beans – smitten kitchen,,,,,,,,,,,,,,,,
